time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,network_speed,ego_speed,train/critic_loss,train/n_updates,train/actor_loss,train/ent_coef,train/learning_rate
60,9682,63.11,-91.80155740000004,159,144,25.151291306539868,21.59927923326036,290.643798828125,2320,4.450551986694336,0.1562695950269699,0.0005
61,9936,64.25,-91.93455094,161,148,21.646356349468466,16.160314299837665,117.72976684570312,2383,4.999598503112793,0.149043008685112,0.0005
63,10135,65.01,-90.69515747999999,159,152,23.308321146539456,24.742773425122678,130.83175659179688,2433,8.846456527709961,0.14356330037117004,0.0005
64,10434,66.58,-89.56219364,161,156,19.94181080276132,10.697887198082482,68.82893371582031,2508,6.301910400390625,0.1357218474149704,0.0005
66,10617,64.67,-91.32921963000003,160,160,20.08355340493538,16.174998337846304,258.77728271484375,2554,8.79125690460205,0.13113608956336975,0.0005
66,10789,63.51,-90.73942062,161,164,21.801355539701802,12.757170428148777,40.02434158325195,2597,6.059762001037598,0.12700285017490387,0.0005
69,11130,64.55,-90.99649985,160,168,20.514525144008456,9.455142451018007,156.8829803466797,2682,7.429186820983887,0.119242824614048,0.0005
70,11350,64.16,-90.91217347000001,161,172,19.608711621990235,8.927201907570293,57.7552490234375,2737,7.303231239318848,0.11449261754751205,0.0005
71,11534,63.0,-89.54968607999999,160,176,22.982140364711935,21.11024982652757,103.56626892089844,2783,7.568449020385742,0.11068198829889297,0.0005
73,11796,62.13,-89.20093426000001,161,180,24.285747834470644,22.627415399900027,42.68782043457031,2848,7.159669399261475,0.10550942271947861,0.0005
75,12144,63.98,-89.64148204000001,160,184,19.58161648750411,8.158583119993404,123.35041046142578,2935,8.188804626464844,0.09895990788936615,0.0005
76,12462,64.9,-89.97019117000002,162,188,19.45153667863005,9.493310710526861,66.7304458618164,3015,8.506705284118652,0.09332621097564697,0.0005
79,12815,65.63,-90.06490457,160,192,21.271023137571166,9.248444833218924,44.01422882080078,3103,6.884978294372559,0.08753126114606857,0.0005
80,12985,62.14,-89.56855027000002,161,196,23.13899679322553,19.22546927398808,39.12428283691406,3146,8.035807609558105,0.08484051376581192,0.0005
84,13450,64.18,-89.91386032,159,200,18.034882269498706,9.65962686416583,45.269569396972656,3262,11.012173652648926,0.07795664668083191,0.0005
86,13681,63.51,-89.67205179000001,158,204,24.69057872720345,24.83283705387268,193.65200805664062,3320,10.096099853515625,0.07474228739738464,0.0005
88,14023,64.91,-92.21981373,157,208,20.75735492876394,6.408560406558253,42.03173828125,3405,9.268163681030273,0.0702567994594574,0.0005
90,14314,65.87,-93.67625794000001,158,212,20.918369034832548,17.633198008530186,57.12837219238281,3478,11.058206558227539,0.06663291156291962,0.0005
92,14677,68.09,-94.25411162,158,216,20.482172527625625,10.698787249125113,196.66343688964844,3569,9.987997055053711,0.06241565942764282,0.0005
93,14950,68.25,-94.29320347,159,220,21.516796105408304,8.00763887297304,96.40531921386719,3637,11.570162773132324,0.059470824897289276,0.0005
97,15342,68.53,-93.24077231999998,158,224,21.654549522913104,16.241101432378144,18.658004760742188,3735,9.177875518798828,0.055488042533397675,0.0005
99,15649,68.2,-93.26625949000001,156,228,17.242083432505424,6.592925832701249,85.76014709472656,3812,12.21612548828125,0.0525657944381237,0.0005
103,16049,70.49,-93.82296409,155,232,19.133892766512332,6.290461035109915,135.3329315185547,3912,13.723121643066406,0.049025602638721466,0.0005
104,16390,71.78,-95.31457418,156,236,19.292845471828866,13.284679038719432,92.69454193115234,3997,14.88282585144043,0.04621518403291702,0.0005
107,16692,71.43,-96.50360768,155,240,21.83764773999156,8.973556430639125,73.90168762207031,4072,16.069272994995117,0.04388592764735222,0.0005
109,17001,73.19,-97.01086683999998,154,244,18.69402755170414,10.287970174999142,65.97486877441406,4150,14.177555084228516,0.04159942641854286,0.0005
111,17411,74.75,-98.32484808999997,156,248,19.963057394129827,7.794998732779608,32.842979431152344,4252,12.604534149169922,0.03880615532398224,0.0005
114,17727,75.92,-98.6754826,155,252,21.877667953453372,9.602778910129489,116.52276611328125,4331,20.68684959411621,0.03677722066640854,0.0005
117,18091,76.57,-98.88200712000001,154,256,19.36047024971772,9.487269463932758,64.87252044677734,4422,14.165576934814453,0.034582220017910004,0.0005
