steps,reward,ego_speed,network_speed
2528,-111.66930429017962,26.033772914518366,21.831412054194246
5056,-163.60884202332014,15.046999994668962,21.07499998490302
7584,-156.77057833744894,22.46566388084603,21.963272809468606
10112,-193.18030380611415,28.71169311922013,22.46664949963364
12640,-152.79025545683245,18.311094132590267,21.106454533376713
15168,-125.19276005396682,29.40881574499663,22.079045381407674
17696,-160.7778632313094,29.62352180368206,22.957685410070326
20224,-122.33840095728333,20.143531158021528,21.64838611409932
22752,-132.42207422724175,21.679659425881525,20.756893476589116
25280,-157.6999517178556,12.239432473453785,19.537389631226212
27808,-192.43995567567353,26.19869208115915,21.545398683619727
30336,-192.7930508442181,22.63634548991564,21.965092305795796
32864,-160.76467250853779,22.31601850205345,20.655800727797452
35392,-137.09795765415225,23.896220449910135,21.310044649408184
37920,-123.96806965961765,22.49148119783651,19.321358601500503
40448,-131.37049470331925,29.076412657735617,22.40948901586205
42976,-190.22308905070372,28.49228140796679,22.03537080571884
45504,-204.578140170292,29.36371365134087,23.049183144686115
48032,-123.29573311635865,28.879931190853394,22.66075763935174
50560,-156.87046918235916,29.219358204177347,22.903974765289348
53088,-139.60084231858036,28.21110791866885,23.247372501385627
55616,-143.83214828139913,25.25203445094172,21.53167728092555
58144,-136.5448265003589,18.438177049240657,20.40029027440644
60672,-197.32984654629917,28.62477127298713,22.416534980067226
63200,-147.08694823070567,28.430412799703323,22.496338065034582
65728,-178.48428586498915,28.54288114499765,22.203642803955464
68256,-139.4307338110544,14.318288774041111,20.980410199593535
70784,-114.1008032965059,23.75263241791908,21.54861233739973
73312,-166.10575098131366,18.2040068288683,19.93279196985123
75840,-152.5295981752655,29.21654665946577,21.612987861163447
78368,-138.3151052929175,27.811620963348137,22.98956370287234
80896,-119.72836924373814,24.800154461242595,21.820265813409144
83424,-204.86720158208095,29.145096687449108,21.981180999717168
85952,-79.11487579544759,25.55846260315788,21.19541570216528
88480,-110.70527653803882,29.542304922889,22.618900194570926
91008,-117.75924276791169,13.814765186570202,20.60204019680662
93536,-196.46457643558531,28.373942168367968,21.910038990707854
96064,-177.511790477553,17.743083330361312,15.686099186511784
98592,-106.04522657424894,10.908656533056106,17.26452137971855
101120,-100.53472115804351,18.077784407377514,22.989605579842575
103648,-121.94168755078647,23.22187323612292,22.40454789701979
106176,-170.19792850382365,12.971136578469194,18.18169446444248
108704,-95.32164676119166,13.570357325933314,19.465661414865288
111232,-151.00183398615977,18.701675967286395,20.043768195399633
113760,-165.98971041548657,29.000364810944884,21.45007914868256
116288,-155.35254740182177,15.182769166680197,21.1565339425673
118816,-125.80013131612681,25.722521430983356,20.865252114414112
121344,-133.27246343193463,14.55417368694485,20.43457450279616
123872,-145.5083758879392,13.0828403242379,20.883985323938823
126400,-183.84103615983523,20.314988461163566,21.565135171051118
128928,-135.21482234449462,27.74173561901901,21.931714375755902
131456,-145.68075782974802,27.07599223211271,21.69983520576839
133984,-197.92683565208006,28.968515389719872,22.549148835455792
136512,-142.18599384913637,12.013716042884813,19.163150216871106
139040,-161.598713371419,17.14063224235941,21.371414959743564
141568,-188.25420163379624,9.62047196562977,18.492554624194256
144096,-173.87449135780207,17.71527044719768,20.321459688261715
146624,-156.58042364447664,16.627494873933767,20.216540417767746
149152,-173.2298700761105,12.472469486512454,20.403300988931683
151680,-134.48946821225917,9.66237255022196,21.388403670721562
154208,-158.23487931800585,14.235053721738662,19.07608432834764
156736,-174.35743084405618,16.373431101614866,19.677779372979273
159264,-189.35518776363787,9.39373660467913,16.05856097018957
161792,-152.8632774687607,8.645485935406828,19.33921559013918
164320,-193.53909036094907,9.379926669829327,17.047751457001954
166848,-189.02723333585138,10.230181997916691,18.216021804950422
169376,-187.7094768627978,10.940706159876664,18.123049290382998
171904,-105.44338278264553,11.223090217644675,20.829632185579605
174432,-200.82595551358426,9.732900579014794,18.008388599978844
176960,-107.04870414285014,9.75159638473841,18.785288208583577
179488,-194.9367478493435,11.374025729421591,18.976551156122675
182016,-186.67857087162488,9.864464682160545,17.852005328423378
184544,-138.85636958559556,10.64319870770054,19.09794644352216
187072,-164.82612137107117,9.072577009018632,20.040078658979617
189600,-188.86295143679163,11.163267965378306,18.60396645774776
192128,-103.41759258459278,7.685065917347611,21.130374853976658
194656,-86.72339742067965,9.010985764271894,20.382758397000597
197184,-186.17119881977465,10.895512462302126,18.863376500855168
199712,-193.76612868957537,11.061160927333587,19.32117202594967
202240,-151.27058205391424,9.575796272932259,18.540127298164396
204768,-152.2571134863107,8.932217534151519,19.36292876762345
207296,-0.40452008270788453,8.189326428225593,19.910008442040567
209824,8.79064558565607,8.141128618243306,19.65712073173872
212352,-34.92488987042782,10.014855563277255,20.40255489813587
214880,-101.5618403213994,9.04929999939188,20.755714674520867
217408,-100.67804484569675,11.03790482113234,21.820131535556786
219936,-52.33516764126109,9.423361234113226,19.04326416096781
222464,-86.3317704135593,9.890292590508457,19.72975329259977
224992,-145.8372814532497,10.083364119546722,21.361882260190658
227520,19.991606723962008,9.520884203733539,18.878194161902318
230048,-42.087725720554964,7.506075913557172,19.809310117296793
232576,-197.11761502338584,19.445912979319512,20.89712583706977
235104,-86.43284347784058,9.885958366451405,19.59737729933031
237632,20.346615942641908,9.526984411137942,18.31792770488732
240160,-88.94909136616336,10.491635917191177,19.302007600625714
242688,-79.46699582810325,14.087448657611453,19.752538982335977
245216,4.750426485896639,7.3635919567383725,18.408917893682432
247744,-196.17079080686304,15.09615770778428,20.272869103659552
250272,12.253961844654766,7.786489556584843,16.750715838751052
252800,-35.9437118804411,8.366211164871027,20.035313541195926
255328,8.237479647103585,9.22305129832782,19.71947318116755
257856,-92.95626538498799,7.6135294269941225,20.93138605806256
260384,-38.035466457865425,7.880098196646974,19.98285450773203
262912,-33.29616299714182,12.592518478853565,18.838576804884234
265440,-139.32628529809642,10.099436835680496,19.028125083322482
267968,11.710845459024387,7.670854618196938,19.425069946478864
270496,-146.6648549114504,8.793773960039777,18.333258431640175
273024,-39.365785190466475,8.671803700091703,20.589017743841143
275552,-96.7845506860254,8.407584059668359,18.79946488470854
278080,-106.94211165433995,8.56256730422728,19.169757163717247
280608,-103.95046752070081,7.888365838038445,19.33896382548453
283136,-112.8890971183221,11.867013244120582,18.536395102252953
285664,-93.51894482469947,9.0853323227222,20.875867267484832
288192,-9.598442988060016,6.613037529945679,19.114787110429543
290720,-102.216406433257,12.845948070277485,21.051524090476267
293248,-114.71269582275652,7.674058700349014,19.488873205025342
295776,-51.36436328477806,8.246216823710009,20.029169526385374
298304,-61.5946382522569,8.140302650080727,19.308079047598397
300832,-186.96038863761729,10.259603192650887,17.521580986813554
303360,-45.25768753487491,8.176886485305051,18.07343111213303
305888,-194.01945612620597,9.860224540169543,17.599428379197732
308416,-120.16557062130873,7.258512474822528,18.795736836879268
310944,-49.69609308374007,7.281170630150981,18.807619073175516
313472,-171.90237103975852,14.07042916499523,19.828092623982684
316000,-212.96488335010423,11.003047888655821,18.08802291212897
318528,-50.49082195765745,7.334412290388484,18.550870664484243
321056,-85.9365698692107,8.23112161883496,16.78083601725887
323584,-38.915716015510206,11.967137069855221,18.655308647075888
326112,-111.53925127705546,8.708780736951754,19.899681053143308
328640,-52.06790699195434,12.441869730645635,19.067261531015
331168,-148.27170419855128,14.12999847090976,19.4935419223964
333696,15.506330197349998,11.614066786015174,16.647735166009216
336224,-108.08958985593787,7.59530892701342,17.365030750682667
338752,-145.6367411670119,8.764049747152749,19.602439502494686
341280,-92.3040565463715,8.77967807672536,17.749098591245197
343808,-46.791023565030166,9.669663710837801,19.41537953699915
346336,-148.43774990281133,8.543892606198547,18.23304649865841
348864,-59.71560722751817,13.07193784628896,18.573837973792973
351392,-185.58356827360254,11.423491253662148,19.038867625140718
353920,10.192689362018246,9.01581873457012,20.052687815965268
