time/fps,time/episodes,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,train/learning_rate,train/critic_loss,train/ent_coef,train/n_updates,network_speed,ego_speed
601,212,11328,-109.14370077,18,46.29,1.8277190998196602,0.0005,249.63337349891663,0.12351983855478466,2624,,
607,216,11456,-110.47110866000003,18,45.09,,,,,,,
609,220,11520,-109.56182629999999,18,45.25,,,,,,,
599,224,11808,-107.74717366,19,44.41,1.9424842279404402,0.0005,242.31725805997849,0.11205580167006701,2752,25.570740562705467,29.9292798343647
604,228,11936,-105.29428836000001,19,44.59,,,,,,,
600,232,12096,-102.52836081000001,20,44.39,1.5685930456966162,0.0005,239.40038779377937,0.10676474554929882,2816,,
602,236,12160,-99.94889550000002,20,44.36,,,,,,,
599,240,12352,-102.57770336000002,20,43.4,1.7874525615479797,0.0005,224.5441500544548,0.10173507290892303,2880,,
607,244,12544,-102.42931051000001,20,44.74,,,,,,,
584,248,12640,-104.78187044,21,44.19,2.035298348404467,0.0005,271.62481474876404,0.09695886808913201,2944,22.596358212765246,29.8114385013656
582,252,12832,-103.25876904,22,43.73,2.1643550097942352,0.0005,260.8525532782078,0.09243303921539336,3008,,
589,256,13024,-102.17219868000002,22,43.78,,,,,,,
582,260,13088,-102.01274950999999,22,44.25,2.156442826613784,0.0005,218.2452830672264,0.08814206370152533,3072,,
587,264,13216,-104.60541071000002,22,42.91,,,,,,,
582,268,13344,-102.57751723,22,41.55,1.804044667747803,0.0005,224.91607412695885,0.08407146134413779,3136,,
586,272,13632,-102.61164842,23,41.59,2.1035809041932225,0.0005,253.2252629995346,0.08020649687387049,3200,,
593,276,13824,-104.84697213999999,23,40.74,,,,,,,
590,280,13920,-104.40268035999999,23,40.51,2.363021118566394,0.0005,264.37157076597214,0.07653213839512318,3264,,
593,284,14016,-104.44031272000001,23,40.5,,,,,,,
596,288,14272,-103.43345724,23,40.27,1.7808134504593909,0.0005,234.7803796082735,0.0730315160471946,3328,,
592,292,14368,-104.02580768000001,24,39.18,1.9372564516961575,0.0005,216.58933860063553,0.06970985908992589,3392,,
598,296,14528,-104.51162971000002,24,38.34,,,,,,,
598,300,14720,-105.9110706,24,37.94,2.2660967130213976,0.0005,266.4399049282074,0.06655692751519382,3456,,
601,304,14816,-105.47200113999997,24,37.98,,,,,,,
600,308,14976,-106.69563772,24,36.64,2.1832332592457533,0.0005,233.87325704097748,0.06355792057001963,3520,21.212114621655473,12.998119313311127
603,312,15072,-104.51044938999998,24,37.13,,,,,,,
592,316,15264,-104.07870147999998,25,36.99,2.1448293551802635,0.0005,226.63032054901123,0.06070514069870114,3584,,
593,320,15552,-103.67690923999999,26,36.94,2.5946367932483554,0.0005,260.2367067039013,0.05799158645095304,3648,,
593,324,15808,-101.94255648000001,26,37.26,2.084965545684099,0.0005,213.84836961328983,0.05541257426375523,3712,,
595,328,15872,-101.53396166,26,36.97,,,,,,,
589,332,15936,-101.57935504,27,36.99,2.4439603481441736,0.0005,248.49751007556915,0.052958652668166906,3776,,
593,336,16064,-101.68282830999999,27,36.85,,,,,,24.769831781796857,29.910327043316784
589,340,16160,-101.32813127999998,27,37.01,2.159205545205623,0.0005,213.90457059442997,0.05062302737496793,3840,,
594,344,16352,-102.23209718000003,27,36.77,,,,,,,
590,348,16480,-98.12614709000002,27,39.03,2.205694606527686,0.0005,207.7627888917923,0.04839949798770249,3904,,
589,352,16672,-98.89400683000002,28,38.47,2.493243023753166,0.0005,266.65978968143463,0.046283221687190235,3968,,
593,356,16800,-99.51085672,28,37.93,,,,,,,
595,360,16864,-98.9621028,28,38.01,,,,,,,
595,364,17120,-99.12524432000004,28,37.13,2.76977457664907,0.0005,245.42237317562103,0.04426527168834582,4032,,
590,368,17216,-100.34867345,29,36.92,2.2682032673619688,0.0005,211.1241633594036,0.04234081337926909,4096,,
596,372,17408,-100.66647200999998,29,36.78,,,,,,,
593,376,17504,-101.28384095999999,29,36.94,2.439538536593318,0.0005,213.737275660038,0.04050484951585531,4160,24.273449050457643,15.205254127539488
597,380,17664,-98.51731299000001,29,37.3,,,,,,,
586,384,17696,-98.00217326,30,36.68,2.6195949967950583,0.0005,246.32714328169823,0.038753794971853495,4224,,
591,388,17888,-97.93009612,30,36.56,,,,,,,
589,392,17984,-99.37331258999998,30,35.75,2.3614685223437846,0.0005,205.46614064276218,0.03708264074521139,4288,,
592,396,18112,-97.98959078,30,36.81,,,,,,,
593,400,18336,-96.69456141,30,37.11,2.508181498153135,0.0005,250.76092940568924,0.03548902733018622,4352,24.18312178675329,29.99469507241163
592,404,18496,-97.15100394,31,37.19,2.5756049938499928,0.0005,233.6640667617321,0.03396983112907037,4416,,
597,408,18688,-97.17307484000001,31,37.16,,,,,,,
592,412,18752,-99.50274768000001,31,36.89,2.7847906295210123,0.0005,244.35166430473328,0.03252021875232458,4480,,
597,416,18912,-99.76490009999998,31,37.07,,,,,,,
592,420,19008,-101.58157998000003,32,37.31,2.5113896410912275,0.0005,220.81221508979797,0.03113685146672651,4544,,
596,424,19168,-100.81824095,32,37.36,,,,,,22.623955208587397,29.56374586402763
592,428,19264,-102.30936202,32,37.24,3.3856524378061295,0.0005,277.38185089826584,0.029816992348060012,4608,,
596,432,19424,-101.70989515999997,32,37.96,,,,,,,
592,436,19488,-104.94108935,32,38.18,2.593276545405388,0.0005,233.59320601820946,0.028556334174936637,4672,,
596,440,19680,-103.65294870999998,32,37.88,,,,,,,
592,444,19744,-103.01217443,33,36.54,2.8491977639496326,0.0005,217.47568172216415,0.027351928787538782,4736,,
594,448,19840,-103.42182610000002,33,35.42,,,,,,,
593,452,20064,-104.68652618999998,33,34.2,2.968252392485738,0.0005,246.92519915103912,0.026203202025499195,4800,,
596,456,20192,-103.68257508999999,33,35.96,,,,,,,
587,460,20480,-103.72944462,34,35.94,3.1199059523642063,0.0005,252.65101474523544,0.025106124696321785,4864,,
582,464,20544,-105.68343679,35,35.72,2.9305772446095943,0.0005,235.63216584920883,0.024056984490016475,4928,,
586,468,20704,-104.44794640999997,35,35.92,,,,,,,
583,472,20768,-106.69736832000002,35,36.11,3.003677189350128,0.0005,227.49891769886017,0.023054640914779156,4992,,
584,476,20832,-106.88711301000001,35,36.13,,,,,,,
584,480,21024,-108.74287646000002,35,36.08,3.2712706606835127,0.0005,248.19009906053543,0.02209798010881059,5056,,
586,484,21088,-111.25882843000001,35,36.02,,,,,,,
589,488,21248,-112.71644631000001,36,36.21,,,,,,,
586,492,21312,-111.05712760000002,36,36.16,2.7984146866947412,0.0005,223.27933776378632,0.02118316708947532,5120,,
589,496,21440,-110.74910414,36,34.84,,,,,,,
588,500,21600,-115.08361968999998,36,34.77,3.0318207694217563,0.0005,217.01971852779388,0.02030873400508426,5184,21.78055258800269,9.870998365820066
588,504,21792,-114.47598024999998,37,34.67,3.414309924468398,0.0005,279.90250504016876,0.019472735322779045,5248,,
590,508,21856,-119.45146705999997,37,34.1,,,,,,,
592,512,21952,-119.60108287999999,37,33.76,,,,,,,
591,516,22112,-120.50156482000003,37,33.68,3.3537811264395714,0.0005,253.02469778060913,0.018672712409170344,5312,,
594,520,22240,-119.2331301,37,33.32,,,,,,,
593,524,22400,-119.40738816000001,37,33.19,3.448139626532793,0.0005,266.47788459062576,0.017907458532135934,5376,22.365954186618886,29.126428968111952
596,528,22528,-119.56386201000001,37,33.3,,,,,,,
596,532,22720,-120.38060199,38,32.43,3.008370083756745,0.0005,214.14183163642883,0.01717604123405181,5440,,
587,536,22912,-118.98820218,39,32.34,3.434498943388462,0.0005,237.53500694036484,0.016477220167871565,5504,,
589,540,23008,-119.18442421999998,39,32.65,,,,,,,
585,544,23072,-119.67880976999997,39,33.41,3.252048322930932,0.0005,259.4274504184723,0.015808978787390515,5568,22.835469375542,29.5080525489196
589,548,23296,-119.75906799000002,39,33.4,,,,,,,
588,552,23456,-121.79980979000001,39,32.32,3.4726663613691926,0.0005,263.11247625947,0.015169154270552099,5632,,
589,556,23520,-121.98288929000002,39,32.34,,,,,,,
588,560,23712,-122.37731503000003,40,33.27,3.3901900686323643,0.0005,238.59852588176727,0.014556671943864785,5696,,
588,564,23744,-121.51219088000002,40,33.81,,,,,,,
587,568,23936,-123.56310595999999,40,33.71,3.554684929549694,0.0005,275.28048181533813,0.013970479412819259,5760,,
588,572,24000,-122.07140078,40,33.84,,,,,,24.223369701926973,24.901726483867762
585,576,24096,-121.4045684,41,33.75,3.588432727381587,0.0005,230.0111004114151,0.013409243649221025,5824,,
588,580,24224,-119.95460472999999,41,33.58,,,,,,,
586,584,24416,-118.40758566000001,41,33.53,3.8430170956999063,0.0005,246.55041599273682,0.012871854327386245,5888,,
588,588,24480,-117.11679808999999,41,33.42,,,,,,,
589,592,24576,-118.59799699999999,41,33.11,,,,,,,
588,596,24768,-121.89831849000001,42,33.0,3.7323346901685,0.0005,256.0403963327408,0.01235760907002259,5952,,
589,600,24832,-120.22194846000002,42,32.65,,,,,,,
587,604,24960,-120.75743621,42,32.79,3.8979726918041706,0.0005,269.6216074228287,0.01186479277384933,6016,,
589,608,25056,-115.50466273000002,42,32.84,,,,,,26.330488044145955,29.598495061399667
588,612,25216,-114.55664962,42,32.84,3.7298072427511215,0.0005,250.71688842773438,0.011392494299798273,6080,,
579,616,25312,-114.4818134,43,32.7,,,,,,,
580,620,25504,-114.85531681999998,43,32.8,3.9416150003671646,0.0005,257.97245848178864,0.010940274558379315,6144,,
578,624,25632,-116.35569652,44,33.24,4.074346154928207,0.0005,259.81723123788834,0.010507286700885743,6208,,
581,628,25824,-115.19400227,44,33.26,,,,,,,
579,632,25952,-114.99941536000004,44,33.31,3.7896513268351555,0.0005,239.47817370295525,0.010092064316268079,6272,,
582,636,26112,-115.75508472000001,44,33.42,,,,,,,
578,640,26144,-113.08733642000001,45,33.53,3.812625177204609,0.0005,244.85266745090485,0.009693585889181122,6336,,
580,644,26272,-115.24919857999997,45,32.94,,,,,,24.249216043897228,26.16795480309088
579,648,26464,-118.00286937999999,45,32.34,4.083659797906876,0.0005,273.91063475608826,0.009311737594543956,6400,,
582,652,26624,-117.30879322000003,45,32.07,,,,,,,
578,656,26656,-116.14240436,46,32.0,3.6848764084279537,0.0005,212.80036705732346,0.008945723675424233,6464,,
579,660,26720,-117.19886926999999,46,31.61,,,,,,,
579,664,26944,-117.63173189,46,30.95,3.9957993645220995,0.0005,220.51569378376007,0.008595137187512591,6528,,
581,668,27072,-115.19139965999999,46,31.01,,,,,,24.888088412017893,29.405411692695047
582,672,27136,-115.37165854000001,46,31.41,,,,,,,
579,676,27200,-116.82977609,46,30.64,4.160535927861929,0.0005,268.3742057085037,0.008259130278020166,6592,,
579,680,27232,-118.00487027,46,31.15,,,,,,,
580,684,27488,-119.52611945999999,47,30.99,4.117864646017551,0.0005,231.6677741408348,0.007937145979667548,6656,,
580,688,27744,-119.71650644000002,47,31.01,4.3195324912667274,0.0005,257.4063218832016,0.007628851606568787,6720,,
577,692,27840,-119.74838063000001,48,31.06,,,,,,,
577,696,28032,-116.26931563000002,48,30.97,4.3073455430567265,0.0005,265.35287261009216,0.007333590903726872,6784,,
577,700,28032,-116.26931563000002,48,30.97,,,,,,,
579,704,28128,-116.05014679,48,31.01,,,,,,,
577,708,28192,-115.85215255000001,48,31.49,3.928956411778927,0.0005,221.16516852378845,0.007050491440168116,6848,,
578,712,28448,-117.00421906,49,31.5,4.192445561289787,0.0005,252.61201864480972,0.006779046801966615,6912,,
579,716,28544,-114.46779946999999,49,32.09,,,,,,21.546216605697726,19.547859613428525
580,720,28608,-115.74890164999997,49,32.08,,,,,,,
581,724,28832,-114.35517658999999,49,31.5,4.046422401443124,0.0005,214.40544760227203,0.00651872978778556,6976,,
580,728,29024,-114.64656697000002,49,31.79,4.362580105662346,0.0005,243.3763788342476,0.006268796896620188,7040,,
581,732,29056,-114.67872071999999,49,31.81,,,,,,,
582,736,29152,-114.09623884000001,50,31.76,,,,,,,
581,740,29344,-114.96116125000005,50,31.28,4.2130699045956135,0.0005,212.48753488063812,0.006028762960340828,7104,26.34050561191244,29.20174268515728
579,744,29472,-113.91891242000001,50,31.06,4.317334454506636,0.0005,200.79641807079315,0.005798260812298395,7168,,
580,748,29760,-110.87300753999997,51,31.86,4.291107652708888,0.0005,219.30477637052536,0.005576905910857022,7232,,
581,752,29856,-112.29746746999997,51,31.7,,,,,,,
580,756,30048,-113.78987243,51,31.99,4.352141570299864,0.0005,201.49298000335693,0.00536421182914637,7296,,
581,760,30080,-112.37488173999998,51,32.09,,,,,,,
583,764,30208,-113.43331637,51,32.11,,,,,,,
577,768,30400,-115.18943856,52,32.17,4.539794219657779,0.0005,246.0504521727562,0.005159764783456922,7360,,
576,772,30528,-115.21107409999999,52,31.94,4.309138976037502,0.0005,222.01067578792572,0.004963423030858394,7424,,
578,776,30688,-114.12395643999999,53,32.24,,,,,,,
577,780,30848,-110.64179935,53,32.15,4.486574396491051,0.0005,195.8756297826767,0.004774856919539161,7488,,
579,784,30976,-108.78952774,53,32.22,,,,,,,
578,788,31136,-108.79142051999999,53,32.84,4.589434174820781,0.0005,232.18037545681,0.004593713230860885,7552,,
579,792,31200,-109.35644050999997,53,33.2,,,,,,21.169783328639305,16.26654914062652
579,796,31424,-109.48672291000001,54,33.37,4.766196493059397,0.0005,230.25608944892883,0.004419638513354585,7616,,
578,800,31552,-111.93875549,54,35.11,4.480946442112327,0.0005,229.58081978559494,0.004252413833455648,7680,,
580,804,31648,-112.12654998,54,35.27,,,,,,,
580,808,31840,-114.76496208,54,35.15,4.483240012079477,0.0005,203.16137677431107,0.004091820344910957,7744,,
581,812,31936,-114.50297475999997,54,35.3,,,,,,,
582,816,31968,-115.66469575,54,35.09,,,,,,,
582,820,32192,-115.37811642000001,55,35.12,4.697521291673183,0.0005,213.41920870542526,0.003937662619136972,7808,,
581,824,32320,-116.99565939,55,35.32,4.375280950218439,0.0005,201.48637872934341,0.0037895400637353305,7872,,
582,828,32416,-118.50432655999997,55,34.74,,,,,,,
583,832,32480,-118.32406330999999,55,34.66,,,,,,,
583,836,32672,-117.12276240999998,55,34.91,4.671255946159363,0.0005,202.05135202407837,0.003647198376711458,7936,25.19684076660237,22.84455019365156
584,840,32736,-119.24020537,55,35.45,,,,,,,
578,844,32864,-119.22529994,56,35.36,4.690507836639881,0.0005,218.56713843345642,0.003510373877361417,8000,,
580,848,32992,-118.07536865,56,34.85,,,,,,,
577,852,33056,-118.4593729,57,34.83,4.698669411242008,0.0005,202.72516232728958,0.0033788036889745854,8064,,
579,856,33184,-116.40598287,57,34.58,,,,,,,
581,860,33280,-116.72750427,57,34.57,,,,,,,
580,864,33472,-118.27488318,57,34.38,5.083208307623863,0.0005,218.9341915845871,0.003252316968428204,8128,,
579,868,33696,-117.34548844000003,58,34.34,5.0886825285851955,0.0005,207.46711111068726,0.0031307346107496414,8192,,
581,872,33792,-117.77014806,58,33.83,,,,,,,
579,876,33888,-117.87805396999998,58,33.63,5.01920273900032,0.0005,200.6579034924507,0.00301389854575973,8256,,
580,880,34016,-117.86708846999998,58,33.46,,,,,,,
579,884,34144,-119.61745154999998,58,33.53,4.882433332502842,0.0005,214.5315986275673,0.0029015897125646006,8320,,
580,888,34272,-119.69783483,58,33.05,,,,,,,
579,892,34400,-118.76531609999998,59,32.95,4.955144941806793,0.0005,183.92771571874619,0.002793611649394734,8384,,
580,896,34464,-118.90880496,59,33.1,,,,,,,
578,900,34592,-117.83881184999998,59,32.21,5.1123334020376205,0.0005,212.62541562318802,0.0026898172291112132,8448,,
581,904,34816,-116.25083706,59,31.45,,,,,,19.818541482080565,13.961831158692348
580,908,34976,-115.58041563,60,31.53,5.128691129386425,0.0005,187.28876757621765,0.0025900057080434635,8512,,
581,912,35040,-115.95568865999998,60,31.44,,,,,,,
579,916,35104,-117.13506008,60,30.94,5.158551748842001,0.0005,216.03669273853302,0.0024939897521107923,8576,,
579,920,35136,-117.17478218000001,60,31.0,,,,,,,
581,924,35232,-116.24257755000002,60,31.19,,,,,,,
577,928,35424,-114.05056047,61,31.21,5.248035483062267,0.0005,188.08988094329834,0.0024016503884922713,8640,,
579,932,35584,-113.70432876999999,61,31.31,,,,,,21.793621993972028,28.059176239386016
577,936,35616,-113.50518735,61,30.91,5.451506145298481,0.0005,213.8944883942604,0.002312840042577591,8704,,
580,940,35840,-112.52240558000001,61,30.45,,,,,,,
580,944,36032,-115.33256752000001,62,30.44,5.055574756115675,0.0005,186.13056427240372,0.0022274458533502184,8768,,
579,948,36128,-115.38011823,62,30.43,5.701307505369186,0.0005,206.23613935709,0.0021453196604852565,8832,,
580,952,36224,-114.98488585,62,30.47,,,,,,,
580,956,36384,-115.10988347,62,30.6,5.128491807729006,0.0005,171.0728070139885,0.002066367113002343,8896,,
582,960,36576,-116.17834011000002,62,30.53,,,,,,,
580,964,36672,-112.88998869,63,30.94,5.1603803634643555,0.0005,166.17115807533264,0.0019904422406398226,8960,24.27540323608365,21.671100104501363
580,968,36704,-112.55667857,63,31.25,,,,,,,
582,972,36800,-112.26464291999999,63,31.77,,,,,,,
583,976,36864,-113.34161653999999,63,31.61,,,,,,,
581,980,36992,-112.99182262000002,63,31.65,5.412376027554274,0.0005,198.35984617471695,0.0019174346944055287,9024,,
580,984,37152,-113.18064768,64,31.4,5.348059244453907,0.0005,187.44005435705185,0.001847224526500213,9088,,
582,988,37312,-112.48381029000001,64,31.28,,,,,,,
581,992,37504,-111.80681996,64,30.98,5.271290887147188,0.0005,191.57824954390526,0.0017796820557123283,9152,,
579,996,37664,-111.38550584999999,64,30.73,5.490104965865612,0.0005,179.4652520418167,0.0017146932677860605,9216,24.67064238473341,29.476404685996588
580,1000,37728,-112.10918662,64,31.07,,,,,,,
581,1004,37792,-111.66444519000002,64,30.78,,,,,,,
582,1008,37888,-111.39639619000002,65,30.27,,,,,,,
576,1012,37984,-111.19042598,65,30.22,5.5876841470599174,0.0005,170.14456951618195,0.0016521591369382804,9280,,
575,1016,38208,-109.8511864,66,30.78,5.393181324005127,0.0005,165.11557081341743,0.0015919651996227913,9344,,
577,1020,38336,-108.19642692000001,66,30.74,,,,,,,
575,1024,38464,-108.91081415,66,30.88,5.866169035434723,0.0005,206.91244381666183,0.0015340168592956616,9408,25.560318771601473,29.06961107940853
576,1028,38528,-112.99571045,66,30.71,,,,,,,
577,1032,38624,-114.49491262,66,30.52,,,,,,,
576,1036,38720,-116.47885305,67,30.48,5.739122804254293,0.0005,177.5738336443901,0.0014782353919144953,9472,,
578,1040,38912,-114.02552030999999,67,31.04,,,,,,,
577,1044,39008,-112.61490425999999,67,31.02,5.64154801145196,0.0005,181.177132666111,0.001424549338480574,9536,,
577,1048,39200,-114.23815659,67,31.02,6.074107013642788,0.0005,201.78133064508438,0.0013728886588069145,9600,,
579,1052,39328,-114.51170166,67,30.91,,,,,,,
580,1056,39424,-115.06916910999999,67,30.83,,,,,,,
579,1060,39488,-115.37547685999999,68,30.76,5.402999147772789,0.0005,164.96266317367554,0.0013231763932708418,9664,24.938959358263872,29.986507226173508
579,1064,39552,-114.59950641000002,68,30.85,,,,,,,
580,1068,39584,-115.75161516999998,68,30.26,,,,,,,
579,1072,39744,-116.95907016,68,29.76,5.845790911465883,0.0005,171.10263088345528,0.001275318109037471,9728,,
581,1076,39936,-115.31915822,68,29.94,,,,,,,
581,1080,40128,-115.01384146999997,69,29.79,5.93021110445261,0.0005,175.05189317464828,0.0012292523661017185,9792,,
579,1084,40256,-113.34227337,69,29.87,5.944212831556797,0.0005,181.6261509358883,0.0011849010061268928,9856,,
580,1088,40352,-113.01757348999998,69,29.74,,,,,,,
581,1092,40384,-113.02735454999998,69,29.74,,,,,,,
576,1096,40480,-113.46348596,70,29.83,6.124374121427536,0.0005,172.38741526007652,0.0011422038587625138,9920,25.833394116969775,29.842292059517597
577,1100,40608,-111.57712639000002,70,29.75,,,,,,,
576,1104,40736,-114.48866737999998,70,29.51,6.050865978002548,0.0005,171.46597397327423,0.0011010835187335033,9984,,
578,1108,40896,-115.93756447999998,70,29.6,,,,,,,
577,1112,41088,-117.11814317999999,71,29.48,5.987418323755264,0.0005,162.6500305235386,0.0010614592883939622,10048,,
578,1116,41152,-116.78210971999997,71,28.99,,,,,,,
577,1120,41280,-117.02912749999997,71,29.05,6.349025696516037,0.0005,172.32825154066086,0.001023288943542866,10112,25.770467881311905,29.621838995646648
578,1124,41376,-115.78261761999998,71,28.9,,,,,,,
578,1128,41408,-113.08554332,71,28.95,,,,,,,
577,1132,41536,-110.22941028999998,71,29.09,6.4629882350564,0.0005,197.93003824353218,0.0009865207994153025,10176,,
579,1136,41696,-108.62585245999999,72,29.1,,,,,,,
577,1140,41824,-108.47560624000002,72,28.94,6.107983089983463,0.0005,154.46408277750015,0.0009510942163615255,10240,,
578,1144,41920,-108.36276584000002,72,28.68,,,,,,,
578,1148,42080,-108.43288407000001,72,28.66,5.8983612433075905,0.0005,145.99098315835,0.0009169681752609904,10304,,
579,1152,42240,-109.54703619,72,28.58,,,,,,26.634146440287623,29.060911416589082
579,1156,42368,-108.71667129000001,73,28.64,5.997068352997303,0.0005,159.54909563064575,0.0008840932969178539,10368,,
580,1160,42464,-106.29790138,73,29.5,,,,,,,
579,1164,42560,-107.58135289999998,73,29.22,6.315404627472162,0.0005,171.00121080875397,0.0008524119502908434,10432,,
579,1168,42624,-107.58489367,73,29.14,,,,,,,
580,1172,42848,-109.15220984000001,73,29.27,6.17459012940526,0.0005,164.11407452821732,0.0008218901957661728,10496,,
580,1176,42912,-109.23095305999999,73,29.37,,,,,,,
577,1180,43040,-109.18378985999999,74,29.53,6.312064051628113,0.0005,148.59930992126465,0.0007924861483843415,10560,,
578,1184,43168,-111.15222711,74,29.56,,,,,,,
577,1188,43328,-111.24809958999998,75,29.77,6.453563466668129,0.0005,155.01459738612175,0.0007641613165105809,10624,23.996352325156757,26.83308641954942
578,1192,43456,-111.52182466000001,75,29.7,,,,,,,
579,1196,43520,-112.36358614000001,75,29.58,,,,,,,
577,1200,43616,-113.31088296000001,75,29.55,6.102266073226929,0.0005,143.85492631793022,0.0007368736023636302,10688,,
577,1204,43904,-108.84080807000001,75,29.65,6.348713055253029,0.0005,171.78164583444595,0.0007105886088538682,10752,,
