79.01197814941406, 79.012,500.   , 45.304,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   
32.726524353027344,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 32.727, 81.654, 74.771
74.53289031982422,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 32.727, 79.41 , 74.533
48.69535446166992, 38.21 ,500.   , 48.695,500.   , 38.698,500.   ,500.   ,500.   , 13.435, 12.29 , 11.426, 13.027,500.   ,500.   ,500.   ,500.   
32.28239440917969,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 32.282, 78.449, 74.34 
12.389740943908691, 39.828,500.   , 49.784,500.   , 36.433,500.   ,500.   , 15.097, 13.297, 12.39 , 12.814,500.   ,500.   ,500.   ,500.   ,500.   
29.955604553222656,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 29.956, 30.976, 75.837, 74.049
28.961572647094727,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 28.962, 32.827, 74.205, 73.244
72.08084106445312,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 27.601, 42.421, 72.081, 72.031
21.605018615722656,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 21.605,500.   , 61.281, 64.845
63.13848876953125,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 20.669, 23.981, 58.696, 63.138
58.55849838256836, 85.321, 58.558,500.   , 19.773, 17.569,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   
53.64980697631836,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 19.18 , 19.773, 53.65 , 58.559
48.013946533203125,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 48.014
51.452606201171875,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 18.786, 18.137, 51.453, 56.46 
53.11249923706055,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 25.534, 17.826, 22.206, 53.112
57.551021575927734,121.161, 57.551, 20.461, 16.223,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   
17.795438766479492,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 24.546, 17.795, 20.461, 51.523
78.87650299072266, 78.877,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   
16.11286735534668,120.755, 57.311, 18.793, 16.113,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   
17.356700897216797,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 23.156, 17.357, 18.671, 49.571
81.4345474243164, 81.435,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   
45.70286560058594,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 45.703
44.58168029785156,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 44.582
57.872535705566406,500.   , 57.873, 15.929, 16.326,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   
13.385995864868164,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 17.506, 18.229, 13.386, 15.255, 41.238
15.743454933166504,500.   , 57.272, 15.743, 16.136,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   
15.532180786132812,500.   , 55.317, 15.532, 15.919,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   
54.49507141113281,500.   , 54.495, 15.441, 15.826,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   
33.95408248901367,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 12.381,  8.355,  7.877,  7.757, 10.226,500.   , 33.954
27.997713088989258, 27.998,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   
41.637752532958984, 41.638, 56.   , 21.435, 26.21 ,500.   ,500.   ,500.   ,500.   ,  4.246,  3.884,  3.611,  3.405,  3.25 ,  3.132,  3.061,  3.017
79.40900421142578,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 79.409
57.46902084350586, 43.251, 57.469, 23.897, 28.149,500.   ,  6.373,  5.407,  4.735,  4.248,  3.886,  3.613,  3.669,  4.52 ,  7.319,  7.141,  7.038
12.639065742492676,  7.004,  7.038,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 12.639, 12.871, 13.911, 15.295,115.707
5.890902996063232, 45.31 , 26.238, 31.43 ,  8.568,  6.499,  5.891,  6.248,  6.721,  9.174,  8.392,  7.802,  7.356,  7.022,  7.856,500.   ,500.   
136.6118927001953,136.612, 13.673,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   
86.81208801269531, 40.498, 86.812, 44.728,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 10.495,  9.894,  9.445,  9.119,  9.496,500.   
46.04527282714844, 78.721, 85.354, 46.045,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,  9.361,  8.703,  8.205,  7.832,  7.562,500.   ,500.   
35.527793884277344,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 36.871, 34.041, 35.528
159.8285675048828,159.829, 48.961,500.   ,500.   ,500.   ,500.   ,500.   ,  7.81 ,  7.007,  6.409,  5.959,  5.618,  5.363,  5.177,500.   ,500.   
35.73440170288086,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   ,500.   , 35.338, 35.348, 35.734
