steps,reward,ego_speed,network_speed
500,-48.691144436944064,26.58013479793051,21.851543918797066
1000,-148.2829151030659,26.32741890146564,22.715426020727733
1500,-168.55976809419928,25.67537639691526,21.885034290698677
2000,-160.91709538802138,27.872684463257418,24.268887598224563
2500,-211.39641660336093,28.23964332881384,24.26257854508098
3000,-83.84961616566886,20.637833155631192,21.476768393614087
3500,-184.69096548080273,17.137086371969048,18.04940229568856
4000,-88.44429540828627,25.814047716107392,22.40012738104281
4500,-103.22921067030673,22.032025961981343,22.702112635018853
5000,-154.2987964541423,23.93754791010372,21.27659604223973
5500,-103.76793832814288,22.150742911861926,19.401900820653154
6000,-166.64246216797991,13.348004455245583,18.146943424210157
6500,-108.48693354365577,26.066106967003506,23.267062628619232
7000,-73.74515914330713,25.18545819366858,21.08963430873669
7500,-142.1130228481346,24.09392048552391,22.20380323579681
8000,-206.19845552061264,24.9734629323331,23.06162189458555
8500,-74.11508748653353,17.632167277174815,18.696346776190722
9000,-106.04395512989966,21.15585915963569,19.860246019540256
9500,-109.63016061843453,25.717038389590705,24.03174737823969
10000,-172.83133720266719,10.721222312477325,15.165746573406427
10500,-125.34789563972406,20.913758742010675,20.824605554580348
11000,-153.95661544043995,16.75198640594894,17.729317361059888
11500,-176.10183625909235,16.725820937875113,19.411270516687175
12000,-146.74482698216988,16.99990965541746,18.161371149736667
12500,-135.67481178995112,10.704493235749785,15.518474039138722
13000,-175.1829879927909,23.648658600806044,21.99338974312257
13500,-94.19502780584457,15.290836468778275,16.9361318542162
14000,0.8357171801787724,19.097576125961226,17.905902793644948
14500,-88.42792998753403,18.346553233184117,17.10334616797686
15000,-64.02646138114609,14.406928989490215,18.678254614746496
15500,-148.20519269175296,9.25357933059621,14.295393995334722
16000,-128.02790151933755,11.854974060093609,15.249013223918714
16500,-73.12221353345116,12.478849040449319,17.49954568600004
17000,-96.04317832759119,13.369213643115593,16.62031728783113
17500,-112.24471653575917,11.290368256983642,16.990943247290893
18000,-64.31177225718737,16.550241222544024,18.612751500676982
18500,-204.61908752286868,7.565583296145302,14.337810737794292
19000,-15.866019072652064,15.420973386247185,15.913195835421886
19500,-182.57517116037747,7.20271011349715,16.39687040922625
20000,13.005257775184287,24.73609928206148,23.205271019158495
20500,-173.9990093863935,9.753257613527909,14.053518267362794
21000,-172.50140362757938,8.31493650263848,15.408175934618436
21500,-182.83005821956291,7.489585399405321,14.794553614329974
22000,-187.48483272712895,6.729596055963691,14.608759128809194
22500,-207.62282564945693,7.178710110681695,14.146301028705953
23000,-147.63099813089917,10.761182464977272,15.980916123017051
23500,-151.77176636180675,9.328603459541219,15.827873524086634
24000,-101.98230331920915,13.87895304873998,19.236193493614678
24500,-89.13312866029898,10.13798245549266,18.68770652054074
25000,-179.72555920965777,9.053057153101575,16.502183878056208
25500,-173.25690074795207,8.950406228547342,17.328801344774945
26000,-87.37930901578942,12.530609676828778,18.80524634061985
26500,-213.81462797970974,11.88760113035804,16.252156065781232
27000,-83.64031658107731,12.337670948231095,17.393492364086484
27500,-279.3924049172632,10.87790762029154,15.077359826225779
28000,-119.51203001790869,9.86831924292779,15.122417227026913
28500,-212.16372780596325,8.9600026107259,16.665721931318835
29000,-151.52594016702915,13.103528052677076,17.5233751609364
29500,-88.8080080020654,9.600711495046196,15.46108605253309
30000,-180.07873915242465,11.233528641053002,16.92087488244946
30500,-101.63597124877622,10.247024301103854,17.5046552722056
31000,-216.9908703222776,9.8954675548068,14.80296530707364
31500,-111.4414454909043,12.91609726647747,16.08997813348627
32000,-51.10195114003269,15.195629837646706,16.66977496117176
32500,-49.3645642413131,17.782640477436647,20.567455545168094
33000,-46.80260811368111,19.465951999719962,19.358886569874233
33500,-115.23937635563146,15.141834006144098,16.768074440165673
34000,-42.42522967338328,15.328093198902655,17.66594026365024
34500,-187.01269855662062,18.741537912180878,20.81907526394918
35000,-41.438959717110954,9.743935650810911,12.919916397054012
35500,-84.49438235399371,23.697028324933775,23.290238064606005
36000,-94.29217809491706,14.203691008188674,17.011084514173383
36500,0.450599838029456,20.567086035497823,16.330056599257517
37000,-153.03341727178213,17.634621129132814,19.894252847840107
37500,-115.9603009931167,17.54063475681319,18.93292696275793
38000,-156.30257450303054,18.035051713556918,16.185456878551435
38500,-92.21050130179599,18.923288585074125,20.282217922247987
39000,-171.62156594014954,20.072214332826398,19.44676951189348
39500,-204.67136978190578,18.61559502236821,20.50608314739335
40000,-127.70252981810538,16.92170972523069,19.1905066069757
40500,-103.18450218498883,19.95215774791505,21.110189102627082
41000,-135.4580079362566,18.863301984060985,18.61081713251357
41500,-81.02413491754936,21.01677301267177,22.134985548454505
42000,-130.62878946892744,20.47609822005309,21.395463555886714
42500,-148.35413366564194,17.24366691809151,20.588265456987486
43000,-137.84040364873837,18.638771546957607,20.737190636168233
43500,-149.020965802812,19.03259595490845,18.397009036958504
44000,-144.06857460713135,21.172659143585623,23.33751491741418
44500,-45.24787896097924,14.817919383474583,20.11499187161001
45000,-96.3359635853498,18.771968148309405,19.363880963860147
45500,-38.81540032802015,18.39916104235417,18.412182696447932
46000,-136.4348153631181,21.085257558716002,22.428678431107414
46500,-139.94372765756736,19.45536355871218,22.033231197794777
47000,-41.69265569120952,20.563853843379036,21.547399713805095
47500,-157.11158602563455,20.982567640822264,21.750972270885654
48000,-153.94212666953192,18.033375366534962,20.756982791355668
48500,-113.35778494743518,18.511226294865637,18.806786206247445
49000,-142.22768969702162,18.446383372582645,20.96114634631556
49500,-100.8217869678461,14.428395383767214,19.5894742393114
50000,-89.88420415452308,20.4954029759254,22.494540246617213
50500,-182.70872251464272,18.5130734905111,22.156430955297584
51000,-125.15822051079103,17.843798023890546,19.037794077380735
51500,-97.13310858749705,19.361069479010116,19.223499716913828
52000,-155.86101646286394,17.20569180595394,21.178761195599765
52500,-61.2533760513656,11.249355117112312,17.21319787946614
53000,-122.45984050153287,17.02444139100872,18.504940417563446
53500,-181.48210743242723,16.207107784373544,18.212535003054576
54000,-120.16396808619228,14.709190009197341,19.512502185798972
54500,-160.2838711585962,13.804925395998687,18.692418977540456
55000,-111.0570464357609,23.443222387919953,22.973058776984168
55500,-92.23047191566503,16.117315923702566,22.09368039229212
56000,-160.19034229033855,17.93321408583228,20.395295194648938
56500,-129.46935894983798,19.512437684096394,20.56851590672211
57000,-80.90105260164579,24.35195617315767,19.807978364122537
57500,-76.39891709829226,23.16116215932087,22.422164291247213
58000,-72.99534425566932,18.713775205155255,20.060175505690605
58500,-0.676910437276658,21.932329530372705,20.922315839995736
59000,-9.680512776497253,18.614755594469365,18.637991265103587
59500,-204.04898502507285,16.66550932019608,20.879269578048
60000,-60.94269329426402,17.86168377870823,20.168958002490378
60500,-157.3911578366483,11.746461528313738,18.753426528852195
61000,-192.62283522927868,15.613989679947545,17.25725381663174
61500,-143.2121831762409,19.634454783030236,20.98560448280458
62000,-106.90044064281159,23.89798934025269,23.16333788937748
62500,-107.71247765908282,21.025313445514875,21.107470235577097
63000,-94.06621810387387,21.13804182432101,22.095218053527454
63500,-93.11953084911434,19.41263251689429,19.76039612526309
64000,-151.43530445591531,16.191384967693065,20.04984558944216
64500,-133.8765805492163,21.070681931408036,21.625578472897004
65000,-208.27470555854566,17.700997215169615,20.63302146873567
65500,-103.79482096169704,20.30600397425539,19.073129776266164
66000,-112.72027518206144,21.52292279124494,22.362414799486025
66500,-36.12607169600331,21.610089598035593,21.334702280726127
67000,-141.70680180504166,18.429335019904162,21.342225096819
67500,-102.87815432688313,24.947016597261708,22.932151414323023
68000,-196.86709764409787,18.657552926181836,20.923090264024143
68500,-187.4515512618195,16.785185584265523,18.55529606252418
69000,-36.09937847266288,21.241194824141356,21.627108232409523
69500,-84.7284046802846,18.48869696999508,18.951737947777673
70000,-88.16755684304401,26.305738493627643,23.385458799137623
70500,-136.4230931166609,19.297844198253497,20.382489235540252
71000,-90.70111128655537,18.944808676514732,21.008649656895777
71500,-140.48982970738123,17.81395207852884,19.274618199527392
72000,-124.93384788845769,20.90921606014652,19.781468246632294
72500,-70.04623320418013,21.2341098777955,19.26533798678653
73000,-138.58226436722603,16.609682860732892,19.24987287827864
73500,-37.94528315659839,22.289334855304705,19.58696620749248
74000,16.37462870498005,19.87331207071409,16.926116032931233
74500,-83.60853231073537,22.697702123552315,20.108323686590488
75000,-124.81280617618293,20.3907378398586,18.57990757887529
75500,-31.140040944111462,22.537964250050347,22.377826063598842
76000,-152.37621686648296,17.583962296382367,21.40683018065509
76500,-96.1367015611614,18.55575517270161,19.22459310258957
77000,-34.40993661375626,20.900616113860323,21.718749860451062
77500,-108.57222143391361,17.61099018129051,19.581789418538005
78000,-82.39030589546041,21.33424510378299,22.71551021817132
78500,-191.79902968610347,21.249065713814428,21.334987962019703
79000,-146.4448831725804,24.012729708670527,22.724780711531583
79500,-135.09378910809136,22.134539473377366,21.507559934345178
80000,-81.9647766117303,23.434099788635713,22.80403448426526
80500,-142.10284805344912,22.10930015876116,21.695086378786048
81000,-25.104332697005514,23.662005218183534,23.03574205527565
81500,-219.788866221553,22.917526630506593,22.895974213864328
82000,-131.54451167403465,22.049158853601437,22.459200295324003
82500,-141.8972291394195,24.92390037367706,22.94604807672743
83000,-155.4668993062274,23.936575531108257,23.288746081360614
83500,-27.586353064657068,24.877670032088886,23.118770479719743
84000,-89.82259973427287,22.729503561305485,21.99543088602231
84500,-30.877736481069146,22.163714736695933,20.70246874736556
85000,-213.5158429172783,21.853511359767214,21.06745473925261
85500,-104.43500757705951,24.218589067976378,22.937516749140872
86000,-125.4261483732109,23.704914410709044,22.47826958443337
86500,-211.08089834661772,21.936410394099525,22.07727017567813
87000,-209.42432764449993,23.239850685687802,23.286925071122738
87500,-203.81004310639528,22.755785582000623,22.084274463838632
88000,-80.33963335369404,23.776866333560065,23.23952221509801
88500,-34.43702777288515,24.169440794567986,22.857032760471743
89000,-137.4472697761618,25.716298053590297,23.45902824343634
89500,-217.34993421446904,20.357799926311902,22.00469545060182
90000,-72.41227959210484,25.398239163204998,22.959191998473326
90500,-157.7331482918344,23.487109301887237,23.254656178977136
91000,-75.28616794014651,20.74324418870692,18.805116178896974
91500,-141.74017982745923,22.196934138456335,22.302312683668607
